time,cpu,gpu,mem
1651504536.1031396,18.4,0.0,0.3617823067599409
1651504537.1088305,9.7,0.0,0.3617823067599409
1651504538.120192,2.9,0.0,0.3617823067599409
1651504539.1340594,0.4,0.0,0.3617823067599409
1651504540.1469505,1.0,0.0,0.3617823067599409
1651504541.159455,1.1,0.0,0.3617823067599409
1651504542.1713266,1.6,0.0,0.3617823067599409
1651504543.185962,1.2,0.0,0.3617823067599409
1651504544.1973207,1.2,0.0,0.3617823067599409
1651504545.2093453,1.3,0.0,0.3617823067599409
1651504546.2215648,1.2,0.0,0.3617823067599409
1651504547.2348285,1.2,0.0,0.3617823067599409
1651504548.246676,0.6,0.0,0.3617823067599409
1651504549.2614148,1.2,0.0,0.3617823067599409
1651504550.2658057,2.4,0.0,0.3617823067599409
1651504551.2802286,1.4,0.0,0.3617823067599409
1651504552.28816,3.0,0.0,0.3617823067599409
1651504553.300055,12.7,0.0,0.3617823067599409
1651504554.3033733,14.6,0.0,0.3617823067599409
1651504555.305641,15.4,0.0,0.3617823067599409
1651504556.3149679,14.1,0.0,0.3617823067599409
1651504557.3297617,13.8,0.0,0.3617823067599409
1651504558.337515,15.7,0.0,0.3617823067599409
1651504559.348829,12.5,0.0,0.3617823067599409
1651504560.3606596,14.5,0.0,0.3617823067599409
1651504561.3639734,15.2,0.0,0.3617823067599409
1651504562.3760173,18.3,0.0,0.3617823067599409
1651504563.3837402,13.3,0.0,0.3617823067599409
1651504564.3875675,18.0,0.0,0.3617823067599409
1651504565.3892937,21.2,0.0,0.3617823067599409
1651504566.4030297,19.7,0.0,0.3617823067599409
1651504567.409729,13.3,0.0,0.3617823067599409
1651504568.4246356,10.5,0.0,0.3617823067599409
1651504569.4385219,8.2,0.0,0.3617823067599409
1651504570.4524336,12.6,0.0,0.3617823067599409
1651504571.4614308,10.5,0.0,0.3617823067599409
1651504572.4662473,15.0,0.0,0.3617823067599409
1651504573.4723759,9.8,0.0,0.3617823067599409
1651504574.4860473,11.8,0.0,0.3617823067599409
1651504575.4874413,10.7,0.0,0.3617823067599409
1651504576.4912558,13.9,0.0,0.3617823067599409
1651504577.4992309,11.5,0.0,0.3617823067599409
1651504578.5131161,13.2,0.0,0.3617823067599409
1651504579.5166345,12.8,0.0,0.3617823067599409
1651504580.5251997,14.0,0.0,0.3617823067599409
1651504581.529806,12.4,0.0,0.3617823067599409
1651504582.5394733,15.0,0.0,0.3617823067599409
1651504583.5458066,12.3,0.0,0.3617823067599409
1651504584.5544245,11.8,0.0,0.3617823067599409
1651504585.568619,12.9,0.0,0.3617823067599409
1651504586.5740259,12.4,0.0,0.3617823067599409
1651504587.5772882,12.4,0.0,0.3617823067599409
1651504588.5921128,12.1,0.0,0.3617823067599409
1651504589.598947,11.6,0.0,0.3617823067599409
1651504590.6036296,12.6,0.0,0.3617823067599409
1651504591.606855,13.0,0.0,0.3617823067599409
1651504592.613861,11.5,0.0,0.3617823067599409
1651504593.6250503,14.1,0.0,0.3617823067599409
1651504594.6308393,12.2,0.0,0.3617823067599409
1651504595.6329489,13.1,0.0,0.3617823067599409
1651504596.6365488,12.4,0.0,0.3617823067599409
1651504597.6400323,13.2,0.0,0.3617823067599409
1651504598.6474826,12.2,0.0,0.3617823067599409
1651504599.6590574,11.7,0.0,0.3617823067599409
1651504600.6724966,13.1,0.0,0.3617823067599409
1651504601.6769917,14.3,0.0,0.3617823067599409
1651504602.6854825,11.2,0.0,0.3617823067599409
1651504603.6892931,13.3,0.0,0.3617823067599409
1651504604.6950634,12.0,0.0,0.3617823067599409
1651504605.7029057,14.3,0.0,0.3617823067599409
1651504606.7179587,13.3,0.0,0.3617823067599409
1651504607.7232344,13.1,0.0,0.3617823067599409
1651504608.725816,11.2,0.0,0.3617823067599409
1651504609.739447,14.0,0.0,0.3617823067599409
1651504610.7540772,11.3,0.0,0.3617823067599409
1651504611.7600706,13.8,0.0,0.3617823067599409
1651504612.7744033,11.9,0.0,0.3617823067599409
1651504613.7876322,12.3,0.0,0.3617823067599409
1651504614.7939923,12.2,0.0,0.3617823067599409
1651504615.8089387,13.0,0.0,0.3617823067599409
1651504616.8189251,13.8,0.0,0.3617823067599409
1651504617.8223505,12.6,0.0,0.3617823067599409
1651504618.8266363,12.9,0.0,0.3617823067599409
1651504619.8333292,13.5,0.0,0.3617823067599409
1651504620.836165,12.3,0.0,0.3617823067599409
1651504621.8428614,12.5,0.0,0.3617823067599409
1651504622.850432,13.5,0.0,0.3617823067599409
1651504623.863834,12.1,0.0,0.3617823067599409
1651504624.868527,13.2,0.0,0.3617823067599409
1651504625.8812294,12.0,0.0,0.3617823067599409
1651504626.8889217,13.1,0.0,0.3617823067599409
1651504627.893664,12.2,0.0,0.3617823067599409
1651504628.90217,16.3,0.0,0.3617823067599409
1651504629.9036357,13.0,0.0,0.3617823067599409
1651504630.9092772,15.5,0.0,0.3617823067599409
1651504631.9103272,13.4,0.0,0.3617823067599409
1651504632.9223135,12.6,0.0,0.3617823067599409
1651504633.9261577,13.8,0.0,0.3617823067599409
1651504634.9392848,15.2,0.0,0.3617823067599409
1651504635.945649,13.2,0.0,0.3617823067599409
1651504636.9507997,11.7,0.0,0.3617823067599409
1651504637.954633,12.8,0.0,0.3617823067599409
1651504638.9566097,13.1,0.0,0.3617823067599409
1651504639.971187,14.0,0.0,0.3617823067599409
1651504640.9822705,12.2,0.0,0.3617823067599409
1651504641.9833722,13.4,0.0,0.3617823067599409
1651504642.9903355,11.9,0.0,0.3617823067599409
1651504643.9961126,14.3,0.0,0.3617823067599409
1651504645.0031989,12.5,0.0,0.3617823067599409
1651504646.0082998,13.1,0.0,0.3617823067599409
1651504647.0161731,12.3,0.0,0.3617823067599409
1651504648.030699,14.2,0.0,0.3617823067599409
1651504649.0327027,11.1,0.0,0.3617823067599409
1651504650.0442152,14.4,0.0,0.3617823067599409
1651504651.0452626,14.5,0.0,0.3617823067599409
1651504652.0489664,12.4,0.0,0.3617823067599409
1651504653.052376,12.2,0.0,0.3617823067599409
1651504654.0558345,13.1,0.0,0.3617823067599409
1651504655.0612013,11.6,0.0,0.3617823067599409
1651504656.0645773,12.4,0.0,0.3617823067599409
1651504657.0743685,11.7,0.0,0.3617823067599409
1651504658.0776708,13.9,0.0,0.3617823067599409
1651504659.0886672,11.2,0.0,0.3617823067599409
1651504660.0912175,13.3,0.0,0.3617823067599409
1651504661.0965085,11.5,0.0,0.3617823067599409
1651504662.0989914,13.3,0.0,0.3617823067599409
1651504663.1033459,12.6,0.0,0.3617823067599409
1651504664.1170228,11.6,0.0,0.3617823067599409
1651504665.1321707,12.4,0.0,0.3617823067599409
1651504666.1470945,12.7,0.0,0.3617823067599409
1651504667.1502829,12.0,0.0,0.3617823067599409
1651504668.1582377,11.7,0.0,0.3617823067599409
1651504669.1645236,12.8,0.0,0.3617823067599409
1651504670.1686137,12.3,0.0,0.3617823067599409
1651504671.1689813,13.0,0.0,0.3617823067599409
1651504672.1831398,12.9,0.0,0.3617823067599409
1651504673.1973376,12.9,0.0,0.3617823067599409
1651504674.1980035,12.9,0.0,0.3617823067599409
1651504675.203733,14.2,0.0,0.3617823067599409
1651504676.2060382,12.3,0.0,0.3617823067599409
1651504677.208912,13.9,0.0,0.3617823067599409
1651504678.2152314,10.8,0.0,0.3617823067599409
1651504679.223657,13.5,0.0,0.3617823067599409
1651504680.2302856,12.2,0.0,0.3617823067599409
1651504681.2353091,12.7,0.0,0.3617823067599409
1651504682.2425714,11.8,0.0,0.3617823067599409
1651504683.2501514,13.2,0.0,0.3617823067599409
1651504684.2550948,12.0,0.0,0.3617823067599409
1651504685.2616544,14.4,0.0,0.3617823067599409
1651504686.268327,13.0,0.0,0.3617823067599409
1651504687.2709632,13.7,0.0,0.3617823067599409
1651504688.2721171,14.0,0.0,0.3617823067599409
1651504689.2761576,14.4,0.0,0.3617823067599409
1651504690.279931,15.8,0.0,0.3617823067599409
1651504691.2837832,12.3,0.0,0.3617823067599409
1651504692.2945,12.8,0.0,0.3617823067599409
1651504693.303022,14.3,0.0,0.3617823067599409
1651504694.31788,14.2,0.0,0.3617823067599409
1651504695.3218749,13.6,0.0,0.3617823067599409
1651504696.3288436,14.3,0.0,0.3617823067599409
1651504697.3309755,15.7,0.0,0.3617823067599409
1651504698.3319945,13.0,0.0,0.3617823067599409
1651504699.334363,13.4,0.0,0.3617823067599409
1651504700.3425639,13.3,0.0,0.3617823067599409
1651504701.354281,13.1,0.0,0.3617823067599409
1651504702.3606682,12.4,0.0,0.3617823067599409
1651504703.3700485,14.0,0.0,0.3617823067599409
1651504704.37501,14.2,0.0,0.3617823067599409
1651504705.376253,12.0,0.0,0.3617823067599409
1651504706.3822684,13.1,0.0,0.3617823067599409
1651504707.3905206,12.8,0.0,0.3617823067599409
1651504708.3984077,13.4,0.0,0.3617823067599409
1651504709.4024863,11.9,0.0,0.3617823067599409
1651504710.4173737,13.4,0.0,0.3617823067599409
1651504711.4235585,12.0,0.0,0.3617823067599409
1651504712.4254763,13.6,0.0,0.3617823067599409
1651504713.4322252,18.7,0.0,0.3617823067599409
1651504714.4336493,15.6,0.0,0.3617823067599409
1651504715.4471548,12.6,0.0,0.3617823067599409
1651504716.4513323,14.0,0.0,0.3617823067599409
1651504717.4569895,13.0,0.0,0.3617823067599409
1651504718.4633803,13.9,0.0,0.3617823067599409
1651504719.466319,13.8,0.0,0.3617823067599409
1651504720.4683292,14.5,0.0,0.3617823067599409
1651504721.4702127,13.4,0.0,0.3617823067599409
1651504722.4817832,13.4,0.0,0.3617823067599409
1651504723.485929,13.4,0.0,0.3617823067599409
1651504724.4906843,11.3,0.0,0.3617823067599409
1651504725.4927413,14.1,0.0,0.3617823067599409
1651504726.5073695,12.5,0.0,0.3617823067599409
1651504727.5102456,12.9,0.0,0.3617823067599409
1651504728.518623,11.7,0.0,0.3617823067599409
1651504729.5206943,13.2,0.0,0.3617823067599409
1651504730.5299056,12.5,0.0,0.3617823067599409
1651504731.5363052,12.9,0.0,0.3617823067599409
1651504732.5409546,13.7,0.0,0.3617823067599409
1651504733.5431678,13.3,0.0,0.3617823067599409
1651504734.5483606,11.5,0.0,0.3617823067599409
1651504735.5520806,15.3,0.0,0.3617823067599409
1651504736.5571492,12.4,0.0,0.3617823067599409
1651504737.5639784,12.4,0.0,0.3617823067599409
1651504738.5708747,14.6,0.0,0.3617823067599409
1651504739.577374,13.1,0.0,0.3617823067599409
1651504740.5793242,14.6,0.0,0.3617823067599409
1651504741.5802128,12.1,0.0,0.3617823067599409
1651504742.5811565,12.4,0.0,0.3617823067599409
1651504743.5890343,14.8,0.0,0.3617823067599409
1651504744.6023235,13.4,0.0,0.3617823067599409
1651504745.6036556,12.4,0.0,0.3617823067599409
1651504746.6104627,12.4,0.0,0.3617823067599409
1651504747.6125033,12.2,0.0,0.3617823067599409
1651504748.613068,12.6,0.0,0.3617823067599409
1651504749.6183555,13.4,0.0,0.3617823067599409
1651504750.6230857,13.7,0.0,0.3617823067599409
1651504751.6269426,12.0,0.0,0.3617823067599409
1651504752.6274507,13.3,0.0,0.3617823067599409
1651504753.6289573,12.6,0.0,0.3617823067599409
1651504754.6405313,15.0,0.0,0.3617823067599409
1651504755.6430645,13.3,0.0,0.3617823067599409
1651504756.6473408,14.8,0.0,0.3617823067599409
1651504757.6533923,12.3,0.0,0.3617823067599409
1651504758.668854,13.9,0.0,0.3617823067599409
1651504759.6828158,11.9,0.0,0.3617823067599409
1651504760.6959538,14.6,0.0,0.3617823067599409
1651504761.7003891,13.1,0.0,0.3617823067599409
1651504762.7012632,13.1,0.0,0.3617823067599409
1651504763.7045095,12.8,0.0,0.3617823067599409
1651504764.7062116,12.6,0.0,0.3617823067599409
1651504765.708564,11.5,0.0,0.3617823067599409
1651504766.7145362,13.1,0.0,0.3617823067599409
1651504767.7217953,12.7,0.0,0.3617823067599409
1651504768.730185,13.0,0.0,0.3617823067599409
1651504769.7360005,12.3,0.0,0.3617823067599409
1651504770.7431886,13.8,0.0,0.3617823067599409
1651504771.7447882,13.4,0.0,0.3617823067599409
1651504772.754503,12.3,0.0,0.3617823067599409
1651504773.7610412,13.0,0.0,0.3617823067599409
1651504774.7706337,13.0,0.0,0.3617823067599409
1651504775.7757638,12.0,0.0,0.3617823067599409
1651504776.7813427,12.3,0.0,0.3617823067599409
1651504777.7833323,13.7,0.0,0.3617823067599409
1651504778.795285,12.5,0.0,0.3617823067599409
1651504779.7988114,13.2,0.0,0.3617823067599409
1651504780.8043451,12.4,0.0,0.3617823067599409
1651504781.8082192,13.8,0.0,0.3617823067599409
1651504782.8157682,12.2,0.0,0.3617823067599409
1651504783.8188002,13.3,0.0,0.3617823067599409
1651504784.824351,12.5,0.0,0.3617823067599409
1651504785.8325276,13.8,0.0,0.3617823067599409
1651504786.8427055,11.2,0.0,0.3617823067599409
1651504787.8478754,13.1,0.0,0.3617823067599409
1651504788.8518503,11.8,0.0,0.3617823067599409
1651504789.8660398,13.4,0.0,0.3617823067599409
1651504790.8713892,12.1,0.0,0.3617823067599409
1651504791.8777893,12.8,0.0,0.3617823067599409
1651504792.8830056,12.8,0.0,0.3617823067599409
1651504793.8893282,15.5,0.0,0.3617823067599409
1651504794.8949418,13.6,0.0,0.3617823067599409
1651504795.8960428,13.3,0.0,0.3617823067599409
1651504796.8972013,13.3,0.0,0.3617823067599409
1651504797.9033139,13.7,0.0,0.3617823067599409
1651504798.9052994,13.9,0.0,0.3617823067599409
1651504799.9113533,14.5,0.0,0.3617823067599409
1651504800.9127593,14.0,0.0,0.3617823067599409
1651504801.915434,12.6,0.0,0.3617823067599409
1651504802.9284847,14.0,0.0,0.3617823067599409
1651504803.9329748,13.4,0.0,0.3617823067599409
1651504804.9365058,13.5,0.0,0.3617823067599409
1651504805.9433188,13.6,0.0,0.3617823067599409
1651504806.9472017,13.8,0.0,0.3617823067599409
1651504807.951337,12.4,0.0,0.3617823067599409
1651504808.9529214,13.2,0.0,0.3617823067599409
1651504809.9603968,13.6,0.0,0.3617823067599409
1651504810.9746022,13.8,0.0,0.3617823067599409
1651504811.978531,11.4,0.0,0.3617823067599409
1651504812.981569,13.3,0.0,0.3617823067599409
1651504813.9947886,11.7,0.0,0.3617823067599409
1651504815.000922,15.4,0.0,0.3617823067599409
1651504816.0018575,13.0,0.0,0.3617823067599409
1651504817.0087512,12.8,0.0,0.3617823067599409
1651504818.0221531,12.6,0.0,0.3617823067599409
1651504819.0244792,13.8,0.0,0.3617823067599409
1651504820.0244818,13.6,0.0,0.3617823067599409
1651504821.0277016,12.8,0.0,0.3617823067599409
1651504822.0343914,12.1,0.0,0.3617823067599409
1651504823.0472052,11.9,0.0,0.3617823067599409
1651504824.0527265,12.8,0.0,0.3617823067599409
1651504825.0635164,13.9,0.0,0.3617823067599409
1651504826.0777524,14.0,0.0,0.3617823067599409
1651504827.0922627,13.0,0.0,0.3617823067599409
1651504828.0968988,12.4,0.0,0.3617823067599409
1651504829.100522,13.1,0.0,0.3617823067599409
1651504830.1057177,14.4,0.0,0.3617823067599409
1651504831.1087391,12.1,0.0,0.3617823067599409
1651504832.1117089,13.1,0.0,0.3617823067599409
1651504833.1264713,12.9,0.0,0.3617823067599409
1651504834.130246,14.2,0.0,0.3617823067599409
1651504835.1356926,12.6,0.0,0.3617823067599409
1651504836.1508799,15.0,0.0,0.3617823067599409
1651504837.1524892,12.3,0.0,0.3617823067599409
1651504838.153804,14.0,0.0,0.3617823067599409
1651504839.1545742,12.7,0.0,0.3617823067599409
1651504840.1546752,13.6,0.0,0.3617823067599409
1651504841.1595569,12.6,0.0,0.3617823067599409
1651504842.1626563,13.6,0.0,0.3617823067599409
1651504843.1750097,12.7,0.0,0.3617823067599409
1651504844.1819608,13.4,0.0,0.3617823067599409
1651504845.1825674,13.9,0.0,0.3617823067599409
1651504846.1890562,13.3,0.0,0.3617823067599409
1651504847.1924756,13.0,0.0,0.3617823067599409
1651504848.2057846,14.3,0.0,0.3617823067599409
1651504849.22058,12.8,0.0,0.3617823067599409
1651504850.2277036,14.7,0.0,0.3617823067599409
1651504851.234073,13.6,0.0,0.3617823067599409
1651504852.238364,13.3,0.0,0.3617823067599409
1651504853.2488627,13.2,0.0,0.3617823067599409
1651504854.2545896,13.7,0.0,0.3617823067599409
1651504855.2682574,14.8,0.0,0.3617823067599409
1651504856.2703319,14.9,0.0,0.3617823067599409
1651504857.2718585,16.0,0.0,0.3617823067599409
1651504858.2837698,12.5,0.0,0.3617823067599409
1651504859.2887826,16.2,0.0,0.3617823067599409
1651504860.2889106,13.4,0.0,0.3617823067599409
1651504861.2916107,15.2,0.0,0.3617823067599409
1651504862.3061743,11.1,0.0,0.3617823067599409
1651504863.3130484,11.2,0.0,0.3617823067599409
1651504864.3136022,10.8,0.0,0.3617823067599409
1651504865.3142643,12.4,0.0,0.3617823067599409
1651504866.3204587,11.7,0.0,0.3617823067599409
1651504867.3249226,13.3,0.0,0.3617823067599409
1651504868.33379,11.2,0.0,0.3617823067599409
1651504869.3376484,12.3,0.0,0.3617823067599409
1651504870.3415818,10.7,0.0,0.3617823067599409
1651504871.3460467,12.9,0.0,0.3617823067599409
1651504872.3516607,11.3,0.0,0.3617823067599409
1651504873.357586,12.3,0.0,0.3617823067599409
